index,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
19,D,,Emery Unified,Alameda,50,26,444,451,424,8,30.77,1516
20,S,Emery Secondary,Emery Unified,Alameda,50,26,444,451,424,8,30.77,1516
21,D,,Fremont Unified,Alameda,2548,1483,587,627,595,1151,77.61,1516
22,S,American High,Fremont Unified,Alameda,444,298,576,610,576,229,76.85,1516
23,S,Vista Alternative,Fremont Unified,Alameda,17,0,,,,,,1516
24,S,Circle of Independent Learning,Fremont Unified,Alameda,40,3,,,,,,1516
25,S,Irvington High,Fremont Unified,Alameda,553,351,582,641,601,288,82.05,1516
26,S,John F. Kennedy High,Fremont Unified,Alameda,369,171,484,492,473,67,39.18,1516
27,S,Mission San Jose High,Fremont Unified,Alameda,545,457,656,706,677,435,95.19,1516
28,S,Washington High,Fremont Unified,Alameda,425,203,540,564,531,130,64.04,1516
29,D,,Hayward Unified,Alameda,1490,617,440,448,437,143,23.18,1516
30,S,Leadership Public Schools - Hayward,Hayward Unified,Alameda,113,105,444,467,446,31,29.52,1516
31,S,Impact Academy of Arts & Technology,Hayward Unified,Alameda,108,103,437,437,430,18,17.48,1516
32,S,Silver Oak High Public Montessori Charter,Hayward Unified,Alameda,15,0,,,,,,1516
33,S,Hayward High,Hayward Unified,Alameda,342,125,442,441,434,28,22.4,1516
34,S,Mt. Eden High,Hayward Unified,Alameda,430,200,442,454,441,48,24,1516
35,S,Tennyson High,Hayward Unified,Alameda,307,84,433,432,430,18,21.43,1516
36,D,,Livermore Valley Joint Unified,Alameda,1076,513,544,551,540,344,67.06,1516
37,S,Livermore Valley Charter Preparatory High,Livermore Valley Joint Unified,Alameda,93,68,522,501,511,33,48.53,1516
38,S,Vineyard Alternative,Livermore Valley Joint Unified,Alameda,28,2,,,,,,1516
39,S,Granada High,Livermore Valley Joint Unified,Alameda,473,239,545,561,544,163,68.2,1516
40,S,Livermore High,Livermore Valley Joint Unified,Alameda,405,204,551,555,545,147,72.06,1516
41,D,,Newark Unified,Alameda,517,193,486,492,476,81,41.97,1516
42,S,Newark Memorial High,Newark Unified,Alameda,444,193,486,492,476,81,41.97,1516
43,S,Crossroads High (Alternative),Newark Unified,Alameda,23,0,,,,,,1516
44,D,,New Haven Unified,Alameda,1132,438,495,518,488,207,47.26,1516
45,S,Decoto School for Independent Study,New Haven Unified,Alameda,84,0,,,,,,1516
46,S,James Logan High,New Haven Unified,Alameda,920,438,495,518,488,207,47.26,1516
47,D,,Oakland Unified,Alameda,3020,1598,436,443,436,402,25.16,1516
48,S,Oakland Unity High,Oakland Unified,Alameda,66,51,386,423,407,6,11.76,1516
49,S,MetWest High,Oakland Unified,Alameda,41,36,399,388,386,4,11.11,1516
50,S,Bay Area Technology,Oakland Unified,Alameda,23,21,373,397,384,1,4.76,1516
51,S,Lighthouse Community Charter High,Oakland Unified,Alameda,59,62,430,463,433,11,17.74,1516
52,S,McClymonds High,Oakland Unified,Alameda,57,37,380,359,360,2,5.41,1516
53,S,American Indian Public High,Oakland Unified,Alameda,29,32,531,589,534,20,62.5,1516
54,S,Coliseum College Prep Academy,Oakland Unified,Alameda,61,46,380,407,397,2,4.35,1516
55,S,Oakland Charter High,Oakland Unified,Alameda,66,64,474,551,488,35,54.69,1516
56,S,ARISE High,Oakland Unified,Alameda,53,47,378,379,394,2,4.26,1516
57,S,Civicorps Corpsmember Academy,Oakland Unified,Alameda,78,0,,,,,,1516
58,S,Oakland International High,Oakland Unified,Alameda,82,29,310,329,328,0,0,1516
59,S,Aspire Golden State College Preparatory Academy,Oakland Unified,Alameda,65,67,381,370,368,4,5.97,1516
60,S,Gateway to College at Laney College,Oakland Unified,Alameda,62,0,,,,,,1516
61,S,Castlemont High,Oakland Unified,Alameda,124,69,369,337,349,2,2.9,1516
62,S,Fremont High,Oakland Unified,Alameda,134,68,366,351,363,1,1.47,1516
63,S,LPS Oakland R & D Campus,Oakland Unified,Alameda,81,75,362,371,381,5,6.67,1516
64,S,Street Academy (Alternative),Oakland Unified,Alameda,24,10,,,,,,1516
65,S,LIFE Academy,Oakland Unified,Alameda,73,48,391,406,403,3,6.25,1516
