index,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
1161,S,Huntington Beach High,Huntington Beach Union High,Orange,682,331,540,550,535,215,64.95,1516
1162,S,Marina High,Huntington Beach Union High,Orange,607,223,543,563,527,151,67.71,1516
1163,S,Westminster High,Huntington Beach Union High,Orange,580,246,472,518,459,94,38.21,1516
1164,D,,Laguna Beach Unified,Orange,268,64,547,529,535,42,65.63,1516
1165,S,Laguna Beach High,Laguna Beach Unified,Orange,267,64,547,529,535,42,65.63,1516
1166,D,,Newport-Mesa Unified,Orange,1740,610,511,521,501,319,52.3,1516
1167,S,Early College High,Newport-Mesa Unified,Orange,59,48,492,532,479,25,52.08,1516
1168,S,Monte Vista High,Newport-Mesa Unified,Orange,47,2,,,,,,1516
1169,S,Corona del Mar High,Newport-Mesa Unified,Orange,445,133,569,586,565,99,74.44,1516
1170,S,Costa Mesa High,Newport-Mesa Unified,Orange,260,97,515,517,500,54,55.67,1516
1171,S,Estancia High,Newport-Mesa Unified,Orange,278,123,455,451,441,29,23.58,1516
1172,S,Newport Harbor High,Newport-Mesa Unified,Orange,538,207,508,519,502,110,53.14,1516
1173,D,,Orange Unified,Orange,2260,902,516,523,504,516,57.21,1516
1174,S,OUSD Home Sch,Orange Unified,Orange,26,2,,,,,,1516
1175,S,Canyon High,Orange Unified,Orange,584,317,550,558,543,218,68.77,1516
1176,S,El Modena High,Orange Unified,Orange,461,177,516,505,492,94,53.11,1516
1177,S,Orange High,Orange Unified,Orange,420,135,432,443,428,31,22.96,1516
1178,S,Villa Park High,Orange Unified,Orange,585,271,518,532,505,172,63.47,1516
1179,D,,Placentia-Yorba Linda Unified,Orange,2163,1009,538,562,532,672,66.6,1516
1180,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,445,258,546,572,539,182,70.54,1516
1181,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,429,217,520,540,515,128,58.99,1516
1182,S,La Entrada High,Placentia-Yorba Linda Unified,Orange,38,2,,,,,,1516
1183,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,422,218,529,545,517,145,66.51,1516
1184,S,Valencia High,Placentia-Yorba Linda Unified,Orange,643,307,551,581,548,210,68.4,1516
1185,S,Parkview,Placentia-Yorba Linda Unified,Orange,23,7,,,,,,1516
1186,D,,Santa Ana Unified,Orange,4047,1847,444,454,439,480,25.99,1516
1187,S,Nova Academy,Santa Ana Unified,Orange,99,81,429,422,410,12,14.81,1516
1188,S,Segerstrom High,Santa Ana Unified,Orange,644,275,466,482,465,98,35.64,1516
1189,S,Hector G. Godinez,Santa Ana Unified,Orange,548,375,438,456,435,88,23.47,1516
1190,S,Cesar E. Chavez High,Santa Ana Unified,Orange,174,5,,,,,,1516
1191,S,Century High,Santa Ana Unified,Orange,383,172,396,411,387,16,9.3,1516
1192,S,Middle College High,Santa Ana Unified,Orange,77,79,480,494,474,29,36.71,1516
1193,S,OCSA,Santa Ana Unified,Orange,352,202,580,560,574,158,78.22,1516
1194,S,Saddleback High,Santa Ana Unified,Orange,379,150,404,433,409,18,12,1516
1195,S,Santa Ana High,Santa Ana Unified,Orange,634,302,405,414,397,38,12.58,1516
1196,S,Valley High,Santa Ana Unified,Orange,475,206,410,424,405,22,10.68,1516
1197,D,,Saddleback Valley Unified,Orange,2425,1095,537,553,520,709,64.75,1516
1198,S,El Toro High,Saddleback Valley Unified,Orange,618,286,528,557,513,176,61.54,1516
1199,S,Laguna Hills High,Saddleback Valley Unified,Orange,371,159,535,545,527,100,62.89,1516
1200,S,Trabuco Hills High,Saddleback Valley Unified,Orange,695,352,544,556,523,237,67.33,1516
1201,S,Mira Monte High (Alternative),Saddleback Valley Unified,Orange,31,2,,,,,,1516
1202,S,Mission Viejo High,Saddleback Valley Unified,Orange,577,296,539,550,519,195,65.88,1516
1203,D,,Tustin Unified,Orange,1857,954,527,549,534,569,59.64,1516
1204,S,Arnold O. Beckman High,Tustin Unified,Orange,619,390,563,605,586,301,77.18,1516
1205,S,Foothill High,Tustin Unified,Orange,629,308,541,550,540,198,64.29,1516
1206,S,Tustin High,Tustin Unified,Orange,485,256,454,464,448,70,27.34,1516
1207,D,,Irvine Unified,Orange,2287,1166,595,636,603,977,83.79,1516
1208,S,Creekside High,Irvine Unified,Orange,65,1,,,,,,1516
1209,S,Irvine High,Irvine Unified,Orange,469,234,577,616,593,182,77.78,1516
1210,S,Woodbridge High,Irvine Unified,Orange,587,291,575,621,581,232,79.73,1516
1211,S,Alternative Education-San Joaquin High,Irvine Unified,Orange,10,4,,,,,,1516
1212,S,Northwood High,Irvine Unified,Orange,516,303,609,644,615,266,87.79,1516
1213,S,University High,Irvine Unified,Orange,627,333,615,657,619,294,88.29,1516
1214,D,,Los Alamitos Unified,Orange,855,575,532,538,520,346,60.17,1516
1215,S,Los Alamitos High,Los Alamitos Unified,Orange,850,575,532,538,520,346,60.17,1516
1216,D,,SBE - Magnolia Science Academy Santa Ana,Orange,12,11,,,,,,1516
1217,S,Magnolia Science Academy Santa Ana,SBE - Magnolia Science Academy Santa Ana,Orange,12,11,,,,,,1516
1218,C,,,Placer,5782,2863,526,532,508,1693,59.13,1516
1219,D,,Placer County Office of Education,Placer,70,3,,,,,,1516
1220,S,CORE Placer Charter,Placer County Office of Education,Placer,29,3,,,,,,1516
1221,D,,Loomis Union Elementary,Placer,23,20,581,534,561,15,75,1516
1222,S,John Adams Academy,Loomis Union Elementary,Placer,23,20,581,534,561,15,75,1516
1223,D,,Newcastle Elementary,Placer,8,8,,,,,,1516
1224,S,Squaw Valley Preparatory,Newcastle Elementary,Placer,8,8,,,,,,1516
1225,D,,Placer Union High,Placer,1033,471,528,534,506,293,62.21,1516
1226,S,Foresthill High,Placer Union High,Placer,34,15,505,540,485,9,60,1516
1227,S,Maidu High Independent Study,Placer Union High,Placer,71,2,,,,,,1516
1228,S,Colfax High,Placer Union High,Placer,146,79,528,523,514,49,62.03,1516
1229,S,Del Oro High,Placer Union High,Placer,394,220,529,541,504,137,62.27,1516
1230,S,Placer High,Placer Union High,Placer,337,155,529,530,508,96,61.94,1516
1231,D,,Roseville Joint Union High,Placer,2553,1429,524,531,506,818,57.24,1516
1232,S,Antelope High,Roseville Joint Union High,Placer,440,268,484,476,465,98,36.57,1516
1233,S,Independence High (Alternative),Roseville Joint Union High,Placer,89,7,,,,,,1516
1234,S,Woodcreek High,Roseville Joint Union High,Placer,548,317,527,533,502,176,55.52,1516
1235,S,Granite Bay High,Roseville Joint Union High,Placer,501,348,566,587,555,276,79.31,1516
1236,S,Oakmont High,Roseville Joint Union High,Placer,483,266,518,521,500,144,54.14,1516
1237,S,Roseville High,Roseville Joint Union High,Placer,419,223,510,518,496,120,53.81,1516
1238,D,,Tahoe-Truckee Unified,Placer,258,134,517,518,515,75,55.97,1516
1239,S,North Tahoe High,Tahoe-Truckee Unified,Placer,80,55,525,513,512,32,58.18,1516
1240,S,Sierra High (Continuation),Tahoe-Truckee Unified,Placer,17,1,,,,,,1516
1241,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,158,78,513,524,519,43,55.13,1516
1242,D,,Western Placer Unified,Placer,768,180,492,479,467,75,41.67,1516
1243,S,Partnerships for Student-Centered Learning,Western Placer Unified,Placer,171,11,,,,,,1516
1244,S,Horizon Charter,Western Placer Unified,Placer,196,23,512,473,493,12,52.17,1516
1245,S,Lincoln High,Western Placer Unified,Placer,353,146,491,486,465,60,41.1,1516
1246,D,,Rocklin Unified,Placer,1069,618,540,551,523,413,66.83,1516
1247,S,Whitney High,Rocklin Unified,Placer,459,293,534,542,513,185,63.14,1516
1248,S,Western Sierra Collegiate Academy,Rocklin Unified,Placer,71,54,592,558,560,42,77.78,1516
1249,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,45,0,,,,,,1516
1250,S,Rocklin High,Rocklin Unified,Placer,441,271,537,559,527,186,68.63,1516
1251,C,,,Plumas,166,67,502,500,484,30,44.78,1516
1252,D,,Plumas Unified,Plumas,165,67,502,500,484,30,44.78,1516
1253,S,Plumas Charter,Plumas Unified,Plumas,35,4,,,,,,1516
1254,S,Chester Junior/Senior High,Plumas Unified,Plumas,24,14,,,,,,1516
1255,S,Greenville Junior/Senior High,Plumas Unified,Plumas,13,4,,,,,,1516
1256,S,Portola Junior/Senior High,Plumas Unified,Plumas,39,22,473,471,467,8,36.36,1516
1257,S,Quincy Junior/Senior High,Plumas Unified,Plumas,49,23,545,539,509,13,56.52,1516
1258,C,,,Riverside,34138,17766,446,451,442,4939,27.8,1516
1259,D,,Riverside County Office of Education,Riverside,1212,81,482,472,458,30,37.04,1516
1260,S,River Springs Charter,Riverside County Office of Education,Riverside,208,64,507,493,477,30,46.88,1516
1261,S,Riverside County Education Academy,Riverside County Office of Education,Riverside,45,17,388,395,388,0,0,1516
1262,S,Come Back Kids,Riverside County Office of Education,Riverside,593,0,,,,,,1516
1263,S,Gateway College and Career Academy,Riverside County Office of Education,Riverside,139,0,,,,,,1516
1264,D,,Alvord Unified,Riverside,1561,1290,398,400,400,175,13.57,1516
1265,S,Hillcrest High,Alvord Unified,Riverside,415,403,416,415,419,65,16.13,1516
1266,S,Alvord Alternative Continuation High,Alvord Unified,Riverside,84,0,,,,,,1516
1267,S,La Sierra High,Alvord Unified,Riverside,467,424,406,410,401,73,17.22,1516
1268,S,Norte Vista High,Alvord Unified,Riverside,505,463,377,379,384,37,7.99,1516
1269,D,,Banning Unified,Riverside,304,102,437,423,421,20,19.61,1516
1270,S,Banning High,Banning Unified,Riverside,215,101,438,424,422,20,19.8,1516
1271,S,New Horizon High,Banning Unified,Riverside,36,1,,,,,,1516
1272,S,Banning Independent Study,Banning Unified,Riverside,53,0,,,,,,1516
1273,D,,Beaumont Unified,Riverside,656,258,465,474,459,82,31.78,1516
1274,S,21st Century Learning Institute,Beaumont Unified,Riverside,28,0,,,,,,1516
1275,S,Beaumont Senior High,Beaumont Unified,Riverside,538,258,465,474,459,82,31.78,1516
1276,D,,Corona-Norco Unified,Riverside,4438,3691,443,445,442,1024,27.74,1516
1277,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,859,834,442,441,444,221,26.5,1516
1278,S,John F. Kennedy High,Corona-Norco Unified,Riverside,179,182,483,471,475,70,38.46,1516
1279,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,81,0,,,,,,1516
1280,S,Centennial High,Corona-Norco Unified,Riverside,767,708,444,450,440,211,29.8,1516
1281,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,449,2,,,,,,1516
1282,S,Santiago High,Corona-Norco Unified,Riverside,861,848,462,462,460,276,32.55,1516
1283,S,Corona High,Corona-Norco Unified,Riverside,671,629,409,416,411,98,15.58,1516
1284,S,Norco High,Corona-Norco Unified,Riverside,511,488,438,445,442,148,30.33,1516
1285,D,,Desert Sands Unified,Riverside,2343,1039,467,470,460,350,33.69,1516
1286,S,Shadow Hills High,Desert Sands Unified,Riverside,435,224,427,428,425,43,19.2,1516
1287,S,Palm Desert High,Desert Sands Unified,Riverside,450,255,510,512,511,133,52.16,1516
1288,S,La Quinta High,Desert Sands Unified,Riverside,615,376,478,491,462,142,37.77,1516
1289,S,Horizon,Desert Sands Unified,Riverside,56,3,,,,,,1516
1290,S,Indio High,Desert Sands Unified,Riverside,416,181,431,415,427,29,16.02,1516
1291,D,,Hemet Unified,Riverside,1880,1098,423,426,418,196,17.85,1516
1292,S,Hamilton High,Hemet Unified,Riverside,80,70,378,398,357,8,11.43,1516
1293,S,Tahquitz High,Hemet Unified,Riverside,393,329,405,408,414,49,14.89,1516
1294,S,College Prep High,Hemet Unified,Riverside,36,53,450,421,418,8,15.09,1516
1295,S,Helen Hunt Jackson College Prep High School,Hemet Unified,Riverside,152,1,,,,,,1516
1296,S,West Valley High,Hemet Unified,Riverside,376,248,429,436,425,44,17.74,1516
1297,S,Hemet High,Hemet Unified,Riverside,587,397,437,439,428,86,21.66,1516
1298,D,,Jurupa Unified,Riverside,1501,487,431,447,426,89,18.28,1516
1299,S,Patriot High,Jurupa Unified,Riverside,469,198,460,479,448,57,28.79,1516
1300,S,Rivercrest Preparatory,Jurupa Unified,Riverside,41,3,,,,,,1516
1301,S,Jurupa Valley High,Jurupa Unified,Riverside,362,157,409,417,416,19,12.1,1516
1302,S,Rubidoux High,Jurupa Unified,Riverside,411,129,412,431,403,11,8.53,1516
1303,D,,Menifee Union Elementary,Riverside,109,49,531,518,519,34,69.39,1516
1304,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,109,49,531,518,519,34,69.39,1516
1305,D,,Moreno Valley Unified,Riverside,2568,1448,415,421,416,234,16.16,1516
1306,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,63,2,,,,,,1516
1307,S,Canyon Springs High,Moreno Valley Unified,Riverside,591,463,415,413,418,77,16.63,1516
1308,S,Valley View High,Moreno Valley Unified,Riverside,617,336,441,454,437,84,25,1516
1309,S,Vista del Lago High,Moreno Valley Unified,Riverside,477,375,401,409,397,45,12,1516
1310,S,Moreno Valley High,Moreno Valley Unified,Riverside,543,272,400,410,416,27,9.93,1516
1311,D,,Nuview Union,Riverside,138,112,485,483,472,38,33.93,1516
1312,S,Nuview Bridge Early College High,Nuview Union,Riverside,128,112,485,483,472,38,33.93,1516
1313,D,,Palm Springs Unified,Riverside,1844,689,439,442,433,160,23.22,1516
1314,S,Rancho Mirage High,Palm Springs Unified,Riverside,265,109,444,449,433,26,23.85,1516
1315,S,Desert Learning Academy,Palm Springs Unified,Riverside,20,0,,,,,,1516
1316,S,Cathedral City High,Palm Springs Unified,Riverside,440,194,441,444,434,48,24.74,1516
1317,S,Desert Hot Springs High,Palm Springs Unified,Riverside,393,161,417,420,416,20,12.42,1516
1318,S,Mt. San Jacinto High,Palm Springs Unified,Riverside,302,1,,,,,,1516
1319,S,Palm Springs High,Palm Springs Unified,Riverside,424,224,452,452,446,66,29.46,1516
1320,D,,Palo Verde Unified,Riverside,239,45,441,444,424,10,22.22,1516
1321,S,Palo Verde High,Palo Verde Unified,Riverside,154,45,441,444,424,10,22.22,1516
1322,D,,Perris Union High,Riverside,2142,849,446,451,434,216,25.44,1516
1323,S,California Military Institute,Perris Union High,Riverside,113,86,433,440,412,15,17.44,1516
1324,S,Heritage High,Perris Union High,Riverside,634,323,444,450,436,76,23.53,1516
1325,S,Paloma Valley High,Perris Union High,Riverside,651,263,486,487,465,107,40.68,1516
1326,S,Perris High,Perris Union High,Riverside,537,177,397,405,396,18,10.17,1516
1327,D,,Riverside Unified,Riverside,3332,1581,467,478,461,561,35.48,1516
1328,S,Riverside Virtual,Riverside Unified,Riverside,20,10,,,,,,1516
1329,S,Arlington High,Riverside Unified,Riverside,449,253,443,441,438,60,23.72,1516
1330,S,Summit View Independent Study,Riverside Unified,Riverside,160,2,,,,,,1516
1331,S,Opportunity Program,Riverside Unified,Riverside,17,0,,,,,,1516
1332,S,Martin Luther King Jr. High,Riverside Unified,Riverside,836,453,498,520,485,226,49.89,1516
1333,S,John W. North High,Riverside Unified,Riverside,503,315,448,466,453,89,28.25,1516
1334,S,Polytechnic High,Riverside Unified,Riverside,626,301,484,487,473,122,40.53,1516
1335,S,Ramona High,Riverside Unified,Riverside,482,246,434,445,433,59,23.98,1516
1336,S,Abraham Lincoln Continuation,Riverside Unified,Riverside,131,1,,,,,,1516
1337,D,,San Jacinto Unified,Riverside,745,226,448,439,432,47,20.8,1516
1338,S,Mountain Heights Academy,San Jacinto Unified,Riverside,66,1,,,,,,1516
1339,S,San Jacinto High,San Jacinto Unified,Riverside,467,199,446,437,429,38,19.1,1516
1340,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,48,26,452,454,449,8,30.77,1516
1341,D,,Coachella Valley Unified,Riverside,1223,459,402,410,407,46,10.02,1516
1342,S,Desert Mirage High,Coachella Valley Unified,Riverside,449,179,401,393,407,13,7.26,1516
1343,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,35,19,425,418,424,2,10.53,1516
1344,S,West Shores High,Coachella Valley Unified,Riverside,59,29,388,395,399,3,10.34,1516
1345,S,Coachella Valley High,Coachella Valley Unified,Riverside,610,232,402,425,407,28,12.07,1516
1346,D,,Lake Elsinore Unified,Riverside,1757,596,477,484,463,230,38.59,1516
1347,S,Lakeside High,Lake Elsinore Unified,Riverside,453,172,460,459,446,51,29.65,1516
1348,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,177,0,,,,,,1516
1349,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,502,242,489,504,475,112,46.28,1516
1350,S,Elsinore High,Lake Elsinore Unified,Riverside,486,179,479,482,462,66,36.87,1516
1351,D,,Temecula Valley Unified,Riverside,2591,1403,512,511,499,736,52.46,1516
1352,S,Great Oak High,Temecula Valley Unified,Riverside,857,555,528,532,516,342,61.62,1516
1353,S,Temecula Valley High,Temecula Valley Unified,Riverside,688,362,504,497,491,173,47.79,1516
1354,S,Rancho Vista High,Temecula Valley Unified,Riverside,133,2,,,,,,1516
1355,S,Susan H. Nelson,Temecula Valley Unified,Riverside,117,7,,,,,,1516
1356,S,Chaparral High,Temecula Valley Unified,Riverside,722,428,492,493,479,183,42.76,1516
1357,S,Temecula Preparatory,Temecula Valley Unified,Riverside,72,49,549,534,537,34,69.39,1516
1358,D,,Murrieta Valley Unified,Riverside,2036,1106,495,500,485,524,47.38,1516
1359,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,814,465,496,506,491,230,49.46,1516
1360,S,Tenaja Canyon Academy,Murrieta Valley Unified,Riverside,42,4,,,,,,1516
1361,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,519,281,475,480,461,101,35.94,1516
1362,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,571,355,509,509,498,191,53.8,1516
1363,S,Creekside High,Murrieta Valley Unified,Riverside,86,1,,,,,,1516
1364,D,,Val Verde Unified,Riverside,1448,1157,393,406,396,137,11.84,1516
1365,S,Citrus Hill High,Val Verde Unified,Riverside,518,493,383,401,391,49,9.94,1516
1366,S,Val Verde Academy,Val Verde Unified,Riverside,38,14,,,,,,1516
1367,S,Rancho Verde High,Val Verde Unified,Riverside,681,650,399,409,400,85,13.08,1516
1368,C,,,Sacramento,19177,7394,491,500,477,3256,44.04,1516
1369,D,,Sacramento County Office of Education,Sacramento,286,0,,,,,,1516
1370,D,,Elk Grove Unified,Sacramento,4898,2515,491,506,476,1121,44.57,1516
1371,S,Monterey Trail High,Elk Grove Unified,Sacramento,544,297,467,470,445,88,29.63,1516
1372,S,Pleasant Grove High,Elk Grove Unified,Sacramento,591,360,520,552,503,220,61.11,1516
1373,S,Cosumnes Oaks High,Elk Grove Unified,Sacramento,450,274,502,522,484,140,51.09,1516
1374,S,Valley High,Elk Grove Unified,Sacramento,294,218,409,418,397,30,13.76,1516
1375,S,Las Flores High (Alternative),Elk Grove Unified,Sacramento,60,3,,,,,,1516
1376,S,Florin High,Elk Grove Unified,Sacramento,334,123,450,463,428,26,21.14,1516
1377,S,Laguna Creek High,Elk Grove Unified,Sacramento,384,182,493,510,489,84,46.15,1516
1378,S,Sheldon High,Elk Grove Unified,Sacramento,577,286,487,500,473,121,42.31,1516
1379,S,Franklin High,Elk Grove Unified,Sacramento,732,523,517,530,506,294,56.21,1516
1380,S,Elk Grove High,Elk Grove Unified,Sacramento,422,244,503,518,495,117,47.95,1516
1381,S,Elk Grove Charter,Elk Grove Unified,Sacramento,81,5,,,,,,1516
1382,D,,Folsom-Cordova Unified,Sacramento,1486,644,533,552,523,405,62.89,1516
1383,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,386,244,549,565,541,173,70.9,1516
1384,S,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,77,0,,,,,,1516
1385,S,Cordova High,Folsom-Cordova Unified,Sacramento,372,121,454,471,445,39,32.23,1516
1386,S,Folsom High,Folsom-Cordova Unified,Sacramento,511,279,553,576,541,193,69.18,1516
1387,D,,Galt Joint Union High,Sacramento,580,166,492,494,484,82,49.4,1516
1388,S,Liberty Ranch High,Galt Joint Union High,Sacramento,282,115,496,497,484,57,49.57,1516
1389,S,Galt High,Galt Joint Union High,Sacramento,211,51,484,490,483,25,49.02,1516
1390,D,,River Delta Joint Unified,Sacramento,174,58,471,468,459,20,34.48,1516
1391,S,Rio Vista High,River Delta Joint Unified,Sacramento,88,30,463,465,456,11,36.67,1516
1392,S,Delta High,River Delta Joint Unified,Sacramento,66,28,480,472,462,9,32.14,1516
1393,D,,Sacramento City Unified,Sacramento,3215,1400,465,474,452,478,34.14,1516
1394,S,New Technology High,Sacramento City Unified,Sacramento,59,33,445,418,430,5,15.15,1516
1395,S,George Washington Carver School of Arts and Scienc,Sacramento City Unified,Sacramento,49,12,,,,,,1516
1396,S,The MET,Sacramento City Unified,Sacramento,77,31,521,481,503,18,58.06,1516
1397,S,Rosemont High,Sacramento City Unified,Sacramento,322,133,450,470,427,36,27.07,1516
1398,S,Sacramento Charter High,Sacramento City Unified,Sacramento,182,171,405,398,399,17,9.94,1516
1399,S,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,49,17,439,461,448,5,29.41,1516
1400,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,47,20,469,509,430,7,35,1516
1401,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,209,2,,,,,,1516
1402,S,Capital City Independent Study,Sacramento City Unified,Sacramento,188,0,,,,,,1516
1403,S,West Campus,Sacramento City Unified,Sacramento,197,186,534,536,525,112,60.22,1516
1404,S,Luther Burbank High,Sacramento City Unified,Sacramento,360,168,386,407,382,7,4.17,1516
1405,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,367,132,395,430,389,14,10.61,1516
1406,S,John F. Kennedy High,Sacramento City Unified,Sacramento,517,281,489,511,477,136,48.4,1516
1407,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,516,214,524,521,500,112,52.34,1516
1408,D,,San Juan Unified,Sacramento,4362,1464,521,525,507,812,55.46,1516
1409,S,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,9,14,,,,,,1516
1410,S,Mesa Verde High,San Juan Unified,Sacramento,183,67,475,452,460,21,31.34,1516
1411,S,El Sereno Alternative Education,San Juan Unified,Sacramento,106,6,,,,,,1516
1412,S,La Vista Center,San Juan Unified,Sacramento,21,1,,,,,,1516
1413,S,Bella Vista High,San Juan Unified,Sacramento,457,236,548,559,526,165,69.92,1516
1414,S,Options for Youth-San Juan,San Juan Unified,Sacramento,217,29,475,439,442,8,27.59,1516
1415,S,Visions In Education,San Juan Unified,Sacramento,885,43,549,503,518,27,62.79,1516
1416,S,San Juan Choices Charter,San Juan Unified,Sacramento,63,7,,,,,,1516
1417,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,297,165,509,504,485,82,49.7,1516
1418,S,Del Campo High,San Juan Unified,Sacramento,413,177,495,500,482,75,42.37,1516
1419,S,El Camino Fundamental High,San Juan Unified,Sacramento,375,203,498,502,482,98,48.28,1516
1420,S,Encina Preparatory High,San Juan Unified,Sacramento,184,44,381,386,376,1,2.27,1516
1421,S,Mira Loma High,San Juan Unified,Sacramento,407,213,600,624,599,181,84.98,1516
1422,S,Rio Americano High,San Juan Unified,Sacramento,356,208,546,553,545,144,69.23,1516
1423,S,San Juan High,San Juan Unified,Sacramento,213,51,412,417,401,6,11.76,1516
1424,D,,Center Joint Unified,Sacramento,357,99,498,521,467,46,46.46,1516
1425,S,Global Youth Charter,Center Joint Unified,Sacramento,17,8,,,,,,1516
1426,S,Center High,Center Joint Unified,Sacramento,280,91,505,531,474,45,49.45,1516
1427,D,,Natomas Unified,Sacramento,1014,455,479,479,467,164,36.04,1516
1428,S,Inderkum High,Natomas Unified,Sacramento,389,193,467,478,454,62,32.12,1516
1429,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,156,110,473,478,465,44,40,1516
1430,S,Natomas High,Natomas Unified,Sacramento,205,62,453,459,444,12,19.35,1516
1431,S,Discovery High,Natomas Unified,Sacramento,145,1,,,,,,1516
1432,S,Natomas Charter,Natomas Unified,Sacramento,118,89,531,497,513,46,51.69,1516
1433,D,,Twin Rivers Unified,Sacramento,2649,593,443,442,426,128,21.59,1516
1434,S,Futures High,Twin Rivers Unified,Sacramento,87,31,523,508,543,21,67.74,1516
1435,S,Heritage Peak Charter,Twin Rivers Unified,Sacramento,191,25,538,524,503,16,64,1516
1436,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,34,17,511,481,481,8,47.06,1516
1437,S,Community Collaborative Charter,Twin Rivers Unified,Sacramento,192,0,,,,,,1516
1438,S,SAVA: Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,364,1,,,,,,1516
1439,S,Highlands Community Charter,Twin Rivers Unified,Sacramento,202,0,,,,,,1516
1440,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,226,0,,,,,,1516
1441,S,Vista Nueva Career and Technology High,Twin Rivers Unified,Sacramento,102,2,,,,,,1516
1442,S,Foothill High,Twin Rivers Unified,Sacramento,197,68,466,450,444,16,23.53,1516
1443,S,Grant Union High,Twin Rivers Unified,Sacramento,367,213,407,399,392,18,8.45,1516
1444,S,Highlands High,Twin Rivers Unified,Sacramento,193,78,431,437,422,14,17.95,1516
1445,S,Rio Linda High,Twin Rivers Unified,Sacramento,351,158,452,471,429,35,22.15,1516
1446,C,,,San Benito,871,328,477,474,470,109,33.23,1516
1447,D,,San Benito High,San Benito,767,285,474,475,468,91,31.93,1516
1448,S,San Benito High,San Benito High,San Benito,698,285,474,475,468,91,31.93,1516
1449,D,,Aromas/San Juan Unified,San Benito,95,43,498,469,480,18,41.86,1516
1450,S,Anzar High,Aromas/San Juan Unified,San Benito,95,43,498,469,480,18,41.86,1516
1451,C,,,San Bernardino,33492,12832,462,470,453,4070,31.72,1516
1452,D,,San Bernardino County Office of Education,San Bernardino,440,0,,,,,,1516
1453,D,,Adelanto Elementary,San Bernardino,869,10,,,,,,1516
1454,S,Alta Vista Public,Adelanto Elementary,San Bernardino,806,10,,,,,,1516
1455,S,Taylion High Desert Academy/Adelanto,Adelanto Elementary,San Bernardino,63,0,,,,,,1516
1456,D,,Barstow Unified,San Bernardino,413,76,454,481,452,26,34.21,1516
1457,S,Barstow High,Barstow Unified,San Bernardino,307,76,454,481,452,26,34.21,1516
1458,D,,Bear Valley Unified,San Bernardino,165,43,500,488,461,17,39.53,1516
1459,S,Big Bear High,Bear Valley Unified,San Bernardino,146,43,500,488,461,17,39.53,1516
1460,D,,Chaffey Joint Union High,San Bernardino,6317,3094,472,487,465,1140,36.85,1516
1461,S,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,33,12,,,,,,1516
1462,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,620,319,477,491,476,129,40.44,1516
1463,S,Etiwanda High,Chaffey Joint Union High,San Bernardino,815,459,479,487,466,170,37.04,1516
1464,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,937,583,490,501,482,259,44.43,1516
1465,S,Los Osos High,Chaffey Joint Union High,San Bernardino,824,516,515,538,505,299,57.95,1516
1466,S,Colony High,Chaffey Joint Union High,San Bernardino,550,265,457,470,451,85,32.08,1516
1467,S,Chaffey High,Chaffey Joint Union High,San Bernardino,867,361,444,454,442,80,22.16,1516
1468,S,Montclair High,Chaffey Joint Union High,San Bernardino,688,289,439,460,429,59,20.42,1516
1469,S,Ontario High,Chaffey Joint Union High,San Bernardino,611,289,424,451,426,53,18.34,1516
1470,S,Valley View High (Continuation),Chaffey Joint Union High,San Bernardino,340,1,,,,,,1516
1471,D,,Chino Valley Unified,San Bernardino,2582,1696,470,489,471,656,38.68,1516
